time                     , close, cash              , sol               , equity            , signal, reason                                              , peak              , drawdown
2026-04-05 13:00:00+00:00, 79.19, 193.4249596728471 , 0.0               , 193.4249596728471 , HOLD  , No entry setup                                      , 200.13015858976962, -0.033504190293812464
2026-04-05 14:00:00+00:00, 79.28, 193.4249596728471 , 0.0               , 193.4249596728471 , HOLD  , No entry setup                                      , 200.13015858976962, -0.033504190293812464
2026-04-05 15:00:00+00:00, 79.47, 193.4249596728471 , 0.0               , 193.4249596728471 , HOLD  , No entry setup                                      , 200.13015858976962, -0.033504190293812464
2026-04-05 16:00:00+00:00, 79.43, 193.4249596728471 , 0.0               , 193.4249596728471 , HOLD  , No entry setup                                      , 200.13015858976962, -0.033504190293812464
2026-04-05 17:00:00+00:00, 79.87, 193.4249596728471 , 0.0               , 193.4249596728471 , HOLD  , No entry setup                                      , 200.13015858976962, -0.033504190293812464
2026-04-05 18:00:00+00:00, 79.92, 193.4249596728471 , 0.0               , 193.4249596728471 , HOLD  , No entry setup                                      , 200.13015858976962, -0.033504190293812464
2026-04-05 19:00:00+00:00, 79.82, 193.4249596728471 , 0.0               , 193.4249596728471 , HOLD  , No entry setup                                      , 200.13015858976962, -0.033504190293812464
2026-04-05 20:00:00+00:00, 80.12, 193.4249596728471 , 0.0               , 193.4249596728471 , HOLD  , No entry setup                                      , 200.13015858976962, -0.033504190293812464
2026-04-05 21:00:00+00:00, 79.7 , 193.4249596728471 , 0.0               , 193.4249596728471 , HOLD  , No entry setup                                      , 200.13015858976962, -0.033504190293812464
2026-04-05 22:00:00+00:00, 80.55, 193.4249596728471 , 0.0               , 193.4249596728471 , HOLD  , No entry setup                                      , 200.13015858976962, -0.033504190293812464
2026-04-05 23:00:00+00:00, 81.86, 193.4249596728471 , 0.0               , 193.4249596728471 , HOLD  , No entry setup                                      , 200.13015858976962, -0.033504190293812464
2026-04-06 00:00:00+00:00, 82.3 , 193.4249596728471 , 0.0               , 193.4249596728471 , HOLD  , No entry setup                                      , 200.13015858976962, -0.033504190293812464
2026-04-06 01:00:00+00:00, 81.65, 145.06871975463534, 0.5892798561944966, 193.183420012916  , BUY   , "EMA fast > EMA slow, close > EMA fast, RSI healthy", 200.13015858976962, -0.03471110314309578
2026-04-06 02:00:00+00:00, 82.4 , 145.06871975463534, 0.5892798561944966, 193.62537990506186, HOLD  , Position still valid                                , 200.13015858976962, -0.03250274086896299
2026-04-06 03:00:00+00:00, 82.04, 145.06871975463534, 0.5892798561944966, 193.41323915683185, HOLD  , Position still valid                                , 200.13015858976962, -0.03356275476054682
2026-04-06 04:00:00+00:00, 81.98, 145.06871975463534, 0.5892798561944966, 193.37788236546018, HOLD  , Position still valid                                , 200.13015858976962, -0.033739423742477404
2026-04-06 05:00:00+00:00, 81.92, 145.06871975463534, 0.5892798561944966, 193.3425255740885 , HOLD  , Position still valid                                , 200.13015858976962, -0.03391609272440799
2026-04-06 06:00:00+00:00, 81.48, 145.06871975463534, 0.5892798561944966, 193.0832424373629 , HOLD  , Position still valid                                , 200.13015858976962, -0.035211665258566116
2026-04-06 07:00:00+00:00, 81.75, 145.06871975463534, 0.5892798561944966, 193.24234799853542, HOLD  , Position still valid                                , 200.13015858976962, -0.034416654839878214
2026-04-06 08:00:00+00:00, 82.01, 145.06871975463534, 0.5892798561944966, 193.39556076114602, HOLD  , Position still valid                                , 200.13015858976962, -0.033651089251512056
2026-04-06 09:00:00+00:00, 82.46, 145.06871975463534, 0.5892798561944966, 193.66073669643353, HOLD  , Position still valid                                , 200.13015858976962, -0.032326071887032404
2026-04-06 10:00:00+00:00, 82.63, 145.06871975463534, 0.5892798561944966, 193.7609142719866 , HOLD  , Position still valid                                , 200.13015858976962, -0.03182550977156229
2026-04-06 11:00:00+00:00, 82.4 , 145.06871975463534, 0.5892798561944966, 193.62537990506186, HOLD  , Position still valid                                , 200.13015858976962, -0.03250274086896299
2026-04-06 12:00:00+00:00, 82.28, 145.06871975463534, 0.5892798561944966, 193.55466632231852, HOLD  , Position still valid                                , 200.13015858976962, -0.032856078832824265
2026-04-06 13:00:00+00:00, 82.43, 145.06871975463534, 0.5892798561944966, 193.6430583007477 , HOLD  , Position still valid                                , 200.13015858976962, -0.03241440637799775
2026-04-06 14:00:00+00:00, 82.25, 145.06871975463534, 0.5892798561944966, 193.5369879266327 , HOLD  , Position still valid                                , 200.13015858976962, -0.03294441332378961
2026-04-06 15:00:00+00:00, 82.27, 145.06871975463534, 0.5892798561944966, 193.54877352375658, HOLD  , Position still valid                                , 200.13015858976962, -0.03288552366314601
2026-04-06 16:00:00+00:00, 81.62, 145.06871975463534, 0.5892798561944966, 193.16574161723014, HOLD  , Position still valid                                , 200.13015858976962, -0.03479943763406124
2026-04-06 17:00:00+00:00, 81.64, 145.06871975463534, 0.5892798561944966, 193.17752721435403, HOLD  , Position still valid                                , 200.13015858976962, -0.034740547973417746
2026-04-06 18:00:00+00:00, 81.88, 145.06871975463534, 0.5892798561944966, 193.3189543798407 , HOLD  , Position still valid                                , 200.13015858976962, -0.0340338720456953
2026-04-06 19:00:00+00:00, 81.91, 145.06871975463534, 0.5892798561944966, 193.33663277552654, HOLD  , Position still valid                                , 200.13015858976962, -0.033945537554729954
2026-04-06 20:00:00+00:00, 82.01, 145.06871975463534, 0.5892798561944966, 193.39556076114602, HOLD  , Position still valid                                , 200.13015858976962, -0.033651089251512056
2026-04-06 21:00:00+00:00, 81.47, 145.06871975463534, 0.5892798561944966, 193.07734963880097, HOLD  , Position still valid                                , 200.13015858976962, -0.03524111008888786
2026-04-06 22:00:00+00:00, 80.19, 192.0869886819375 , 0.0               , 192.0869886819375 , SELL  , ATR stop loss hit                                   , 200.13015858976962, -0.040189694369448636
2026-04-06 23:00:00+00:00, 80.04, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 00:00:00+00:00, 79.9 , 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 01:00:00+00:00, 79.55, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 02:00:00+00:00, 79.71, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 03:00:00+00:00, 79.79, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 04:00:00+00:00, 79.93, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 05:00:00+00:00, 79.57, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 06:00:00+00:00, 79.52, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 07:00:00+00:00, 79.86, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 08:00:00+00:00, 80.17, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 09:00:00+00:00, 80.38, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 10:00:00+00:00, 79.37, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 11:00:00+00:00, 79.2 , 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 12:00:00+00:00, 79.13, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 13:00:00+00:00, 78.9 , 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 14:00:00+00:00, 78.6 , 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 15:00:00+00:00, 78.85, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 16:00:00+00:00, 78.88, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 17:00:00+00:00, 80.03, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 18:00:00+00:00, 79.92, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 19:00:00+00:00, 81.64, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 20:00:00+00:00, 81.95, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 21:00:00+00:00, 82.91, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 22:00:00+00:00, 85.19, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-07 23:00:00+00:00, 85.57, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-08 00:00:00+00:00, 84.73, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-08 01:00:00+00:00, 84.67, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-08 02:00:00+00:00, 84.61, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-08 03:00:00+00:00, 84.53, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-08 04:00:00+00:00, 84.53, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-08 05:00:00+00:00, 84.19, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-08 06:00:00+00:00, 84.54, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-08 07:00:00+00:00, 84.5 , 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-08 08:00:00+00:00, 84.87, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-08 09:00:00+00:00, 84.66, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-08 10:00:00+00:00, 84.54, 192.0869886819375 , 0.0               , 192.0869886819375 , HOLD  , No entry setup                                      , 200.13015858976962, -0.040189694369448636
2026-04-08 11:00:00+00:00, 84.46, 144.0652415114531 , 0.5657338184169897, 191.84711981495207, BUY   , "EMA fast > EMA slow, close > EMA fast, RSI healthy", 200.13015858976962, -0.04138825868716911
2026-04-08 12:00:00+00:00, 84.54, 144.0652415114531 , 0.5657338184169897, 191.8923785204254 , HOLD  , Position still valid                                , 200.13015858976962, -0.041162112334254264
2026-04-08 13:00:00+00:00, 84.06, 144.0652415114531 , 0.5657338184169897, 191.62082628758526, HOLD  , Position still valid                                , 200.13015858976962, -0.04251899045174368
2026-04-08 14:00:00+00:00, 82.86, 190.7077496913315 , 0.0               , 190.7077496913315 , SELL  , ATR stop loss hit                                   , 200.13015858976962, -0.047081404246285374
2026-04-08 15:00:00+00:00, 83.33, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-08 16:00:00+00:00, 83.47, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-08 17:00:00+00:00, 83.98, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-08 18:00:00+00:00, 82.91, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-08 19:00:00+00:00, 83.21, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-08 20:00:00+00:00, 83.28, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-08 21:00:00+00:00, 83.37, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-08 22:00:00+00:00, 82.64, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-08 23:00:00+00:00, 82.6 , 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 00:00:00+00:00, 82.25, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 01:00:00+00:00, 82.23, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 02:00:00+00:00, 82.13, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 03:00:00+00:00, 82.06, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 04:00:00+00:00, 81.85, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 05:00:00+00:00, 82.16, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 06:00:00+00:00, 82.17, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 07:00:00+00:00, 82.31, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 08:00:00+00:00, 82.49, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 09:00:00+00:00, 82.61, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 10:00:00+00:00, 82.6 , 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 11:00:00+00:00, 82.18, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 12:00:00+00:00, 82.3 , 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 13:00:00+00:00, 81.86, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 14:00:00+00:00, 82.19, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 15:00:00+00:00, 83.75, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 16:00:00+00:00, 83.68, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 17:00:00+00:00, 84.66, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 18:00:00+00:00, 83.85, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 19:00:00+00:00, 84.15, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 20:00:00+00:00, 84.27, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 21:00:00+00:00, 84.28, 190.7077496913315 , 0.0               , 190.7077496913315 , HOLD  , No entry setup                                      , 200.13015858976962, -0.047081404246285374
2026-04-09 22:00:00+00:00, 83.97, 143.0308122684986 , 0.564949278102409 , 190.4696031507579 , BUY   , "EMA fast > EMA slow, close > EMA fast, RSI healthy", 200.13015858976962, -0.04827136253269104
2026-04-09 23:00:00+00:00, 83.37, 143.0308122684986 , 0.564949278102409 , 190.13063358389644, HOLD  , Position still valid                                , 200.13015858976962, -0.049965108089332966
2026-04-10 00:00:00+00:00, 83.05, 143.0308122684986 , 0.564949278102409 , 189.94984981490367, HOLD  , Position still valid                                , 200.13015858976962, -0.05086843905287519
2026-04-10 01:00:00+00:00, 83.2 , 143.0308122684986 , 0.564949278102409 , 190.03459220661904, HOLD  , Position still valid                                , 200.13015858976962, -0.050445002663714766
2026-04-10 02:00:00+00:00, 83.2 , 143.0308122684986 , 0.564949278102409 , 190.03459220661904, HOLD  , Position still valid                                , 200.13015858976962, -0.050445002663714766
2026-04-10 03:00:00+00:00, 82.91, 143.0308122684986 , 0.564949278102409 , 189.87075691596934, HOLD  , Position still valid                                , 200.13015858976962, -0.05126364634942493
2026-04-10 04:00:00+00:00, 83.33, 143.0308122684986 , 0.564949278102409 , 190.10803561277234, HOLD  , Position still valid                                , 200.13015858976962, -0.050078024459775716
2026-04-10 05:00:00+00:00, 83.39, 143.0308122684986 , 0.564949278102409 , 190.1419325694585 , HOLD  , Position still valid                                , 200.13015858976962, -0.04990864990411148
2026-04-10 06:00:00+00:00, 83.2 , 143.0308122684986 , 0.564949278102409 , 190.03459220661904, HOLD  , Position still valid                                , 200.13015858976962, -0.050445002663714766
2026-04-10 07:00:00+00:00, 82.93, 143.0308122684986 , 0.564949278102409 , 189.8820559015314 , HOLD  , Position still valid                                , 200.13015858976962, -0.05120718816420344
2026-04-10 08:00:00+00:00, 82.93, 143.0308122684986 , 0.564949278102409 , 189.8820559015314 , HOLD  , Position still valid                                , 200.13015858976962, -0.05120718816420344
2026-04-10 09:00:00+00:00, 83.52, 143.0308122684986 , 0.564949278102409 , 190.2153759756118 , HOLD  , Position still valid                                , 200.13015858976962, -0.04954167170017243
2026-04-10 10:00:00+00:00, 83.32, 143.0308122684986 , 0.564949278102409 , 190.1023861199913 , HOLD  , Position still valid                                , 200.13015858976962, -0.050106253552386515
2026-04-10 11:00:00+00:00, 83.55, 143.0308122684986 , 0.564949278102409 , 190.23232445395487, HOLD  , Position still valid                                , 200.13015858976962, -0.049456984422340367
2026-04-10 12:00:00+00:00, 84.12, 143.0308122684986 , 0.564949278102409 , 190.55434554247324, HOLD  , Position still valid                                , 200.13015858976962, -0.04784792614353073
2026-04-10 13:00:00+00:00, 84.29, 143.0308122684986 , 0.564949278102409 , 190.65038691975067, HOLD  , Position still valid                                , 200.13015858976962, -0.047368031569148705
2026-04-10 14:00:00+00:00, 85.13, 143.0308122684986 , 0.564949278102409 , 191.12494431335668, HOLD  , Position still valid                                , 200.13015858976962, -0.04499678778985028
2026-04-10 15:00:00+00:00, 84.2 , 143.0308122684986 , 0.564949278102409 , 190.59954148472144, HOLD  , Position still valid                                , 200.13015858976962, -0.047622093402645116
2026-04-10 16:00:00+00:00, 84.85, 143.0308122684986 , 0.564949278102409 , 190.966758515488  , HOLD  , Position still valid                                , 200.13015858976962, -0.045787202382949754
2026-04-10 17:00:00+00:00, 84.89, 143.0308122684986 , 0.564949278102409 , 190.9893564866121 , HOLD  , Position still valid                                , 200.13015858976962, -0.04567428601250689
2026-04-10 18:00:00+00:00, 85.24, 143.0308122684986 , 0.564949278102409 , 191.18708873394795, HOLD  , Position still valid                                , 200.13015858976962, -0.044686267771132604
2026-04-10 19:00:00+00:00, 85.44, 143.0308122684986 , 0.564949278102409 , 191.30007858956844, HOLD  , Position still valid                                , 200.13015858976962, -0.04412168591891852
2026-04-10 20:00:00+00:00, 85.47, 143.0308122684986 , 0.564949278102409 , 191.3170270679115 , HOLD  , Position still valid                                , 200.13015858976962, -0.044036998641086456
2026-04-10 21:00:00+00:00, 85.25, 143.0308122684986 , 0.564949278102409 , 191.19273822672898, HOLD  , Position still valid                                , 200.13015858976962, -0.044658038678521805
2026-04-10 22:00:00+00:00, 84.9 , 143.0308122684986 , 0.564949278102409 , 190.99500597939314, HOLD  , Position still valid                                , 200.13015858976962, -0.045646056919896205
2026-04-10 23:00:00+00:00, 84.85, 143.0308122684986 , 0.564949278102409 , 190.966758515488  , HOLD  , Position still valid                                , 200.13015858976962, -0.045787202382949754
2026-04-11 00:00:00+00:00, 84.71, 143.0308122684986 , 0.564949278102409 , 190.88766561655368, HOLD  , Position still valid                                , 200.13015858976962, -0.04618240967949949
2026-04-11 01:00:00+00:00, 84.68, 143.0308122684986 , 0.564949278102409 , 190.8707171382106 , HOLD  , Position still valid                                , 200.13015858976962, -0.046267096957331555
2026-04-11 02:00:00+00:00, 84.81, 143.0308122684986 , 0.564949278102409 , 190.9441605443639 , HOLD  , Position still valid                                , 200.13015858976962, -0.045900118753392505
2026-04-11 03:00:00+00:00, 84.42, 143.0308122684986 , 0.564949278102409 , 190.72383032590398, HOLD  , Position still valid                                , 200.13015858976962, -0.047001053365209766
2026-04-11 04:00:00+00:00, 84.37, 143.0308122684986 , 0.564949278102409 , 190.69558286199884, HOLD  , Position still valid                                , 200.13015858976962, -0.047142198828263204
2026-04-11 05:00:00+00:00, 84.11, 143.0308122684986 , 0.564949278102409 , 190.54869604969224, HOLD  , Position still valid                                , 200.13015858976962, -0.047876155236141305
2026-04-11 06:00:00+00:00, 84.16, 143.0308122684986 , 0.564949278102409 , 190.57694351359734, HOLD  , Position still valid                                , 200.13015858976962, -0.047735009773087866
2026-04-11 07:00:00+00:00, 84.27, 143.0308122684986 , 0.564949278102409 , 190.6390879341886 , HOLD  , Position still valid                                , 200.13015858976962, -0.04742448975437019
2026-04-11 08:00:00+00:00, 84.22, 143.0308122684986 , 0.564949278102409 , 190.6108404702835 , HOLD  , Position still valid                                , 200.13015858976962, -0.04756563521742363
2026-04-11 09:00:00+00:00, 84.5 , 143.0308122684986 , 0.564949278102409 , 190.76902626815217, HOLD  , Position still valid                                , 200.13015858976962, -0.046775220624324154
2026-04-11 10:00:00+00:00, 84.11, 143.0308122684986 , 0.564949278102409 , 190.54869604969224, HOLD  , Position still valid                                , 200.13015858976962, -0.047876155236141305
2026-04-11 11:00:00+00:00, 84.29, 143.0308122684986 , 0.564949278102409 , 190.65038691975067, HOLD  , Position still valid                                , 200.13015858976962, -0.047368031569148705
2026-04-11 12:00:00+00:00, 84.25, 143.0308122684986 , 0.564949278102409 , 190.62778894862657, HOLD  , Position still valid                                , 200.13015858976962, -0.04748094793959157
2026-04-11 13:00:00+00:00, 84.18, 143.0308122684986 , 0.564949278102409 , 190.5882424991594 , HOLD  , Position still valid                                , 200.13015858976962, -0.04767855158786638
2026-04-11 14:00:00+00:00, 84.43, 143.0308122684986 , 0.564949278102409 , 190.729479818685  , HOLD  , Position still valid                                , 200.13015858976962, -0.04697282427259897
2026-04-11 15:00:00+00:00, 84.71, 143.0308122684986 , 0.564949278102409 , 190.88766561655368, HOLD  , Position still valid                                , 200.13015858976962, -0.04618240967949949
2026-04-11 16:00:00+00:00, 85.04, 143.0308122684986 , 0.564949278102409 , 191.07409887832748, HOLD  , Position still valid                                , 200.13015858976962, -0.04525084962334647
2026-04-11 17:00:00+00:00, 84.85, 143.0308122684986 , 0.564949278102409 , 190.966758515488  , HOLD  , Position still valid                                , 200.13015858976962, -0.045787202382949754
2026-04-11 18:00:00+00:00, 85.51, 143.0308122684986 , 0.564949278102409 , 191.3396250390356 , HOLD  , Position still valid                                , 200.13015858976962, -0.043924082270643705
2026-04-11 19:00:00+00:00, 86.04, 143.0308122684986 , 0.564949278102409 , 191.63904815642988, HOLD  , Position still valid                                , 200.13015858976962, -0.04242794036227682
2026-04-11 20:00:00+00:00, 85.43, 143.0308122684986 , 0.564949278102409 , 191.2944290967874 , HOLD  , Position still valid                                , 200.13015858976962, -0.04414991501152932
2026-04-11 21:00:00+00:00, 85.36, 143.0308122684986 , 0.564949278102409 , 191.25488264732024, HOLD  , Position still valid                                , 200.13015858976962, -0.04434751865980413
2026-04-11 22:00:00+00:00, 85.29, 143.0308122684986 , 0.564949278102409 , 191.21533619785308, HOLD  , Position still valid                                , 200.13015858976962, -0.044545122308079055
2026-04-11 23:00:00+00:00, 84.95, 143.0308122684986 , 0.564949278102409 , 191.02325344329824, HOLD  , Position still valid                                , 200.13015858976962, -0.04550491145684277
2026-04-12 00:00:00+00:00, 84.91, 143.0308122684986 , 0.564949278102409 , 191.00065547217415, HOLD  , Position still valid                                , 200.13015858976962, -0.04561782782728563
2026-04-12 01:00:00+00:00, 82.34, 189.31633228135044, 0.0               , 189.31633228135044, SELL  , ATR stop loss hit                                   , 200.13015858976962, -0.05403396661762283
2026-04-12 02:00:00+00:00, 82.69, 189.31633228135044, 0.0               , 189.31633228135044, HOLD  , No entry setup                                      , 200.13015858976962, -0.05403396661762283
2026-04-12 03:00:00+00:00, 82.4 , 189.31633228135044, 0.0               , 189.31633228135044, HOLD  , No entry setup                                      , 200.13015858976962, -0.05403396661762283
2026-04-12 04:00:00+00:00, 82.25, 189.31633228135044, 0.0               , 189.31633228135044, HOLD  , No entry setup                                      , 200.13015858976962, -0.05403396661762283
2026-04-12 05:00:00+00:00, 82.45, 189.31633228135044, 0.0               , 189.31633228135044, HOLD  , No entry setup                                      , 200.13015858976962, -0.05403396661762283
2026-04-12 06:00:00+00:00, 82.29, 189.31633228135044, 0.0               , 189.31633228135044, HOLD  , No entry setup                                      , 200.13015858976962, -0.05403396661762283
2026-04-12 07:00:00+00:00, 82.33, 189.31633228135044, 0.0               , 189.31633228135044, HOLD  , No entry setup                                      , 200.13015858976962, -0.05403396661762283
2026-04-12 08:00:00+00:00, 82.28, 189.31633228135044, 0.0               , 189.31633228135044, HOLD  , No entry setup                                      , 200.13015858976962, -0.05403396661762283
2026-04-12 09:00:00+00:00, 82.24, 189.31633228135044, 0.0               , 189.31633228135044, HOLD  , No entry setup                                      , 200.13015858976962, -0.05403396661762283
2026-04-12 10:00:00+00:00, 82.09, 189.31633228135044, 0.0               , 189.31633228135044, HOLD  , No entry setup                                      , 200.13015858976962, -0.05403396661762283
2026-04-12 11:00:00+00:00, 82.27, 189.31633228135044, 0.0               , 189.31633228135044, HOLD  , No entry setup                                      , 200.13015858976962, -0.05403396661762283
